id,code,desc
3862,P2232,"Heated oxygen sensor (H028) 2, bank 1 - signal circuit shorted to heater circuit / - implausible signal"
3863,P2233,"Heated oxygen sensor (H028) 3, bank 1 - signal circuit shorted to heater circuit"
3864,P2234,"Heated oxygen sensor (H028) 1, bank 2 - signal circuit shorted to heater circuit / - no signal"
3865,P2235,"Heated oxygen sensor (H02S) 2, bank 2 - signal circuit shorted to heater circuit / - implausible signal"
3866,P2236,"Heated oxygen sensor (H028) 3, bank 2 - signal circuit shorted to heater circuit"
3867,P2237,"Heated oxygen sensor (H028) 1, bank 1, positive current control - open circuit / - open circuit / - no signal"
3868,P2238,"Heated oxygen sensor (H028) 1, bank 1, positive current control - circuit low / - implausible signal"
3869,P2239,"Heated oxygen sensor (H028) 1, bank 1, positive current control - circuit high"
3870,P223A,ISO/SAE Reserved
3871,P223B,ISO/SAE Reserved
3872,P223C,ISO/SAE Reserved
3873,P223D,ISO/SAE Reserved
3874,P223E,ISO/SAE Reserved
3875,P223F,ISO/SAE Reserved
3876,P2240,"Heated oxygen sensor (H028) 1, bank 2, positive current control - open circuit / - no signal"
3877,P2241,"Heated oxygen sensor (H028) 1, bank 2, positive current control - circuit low / - implausible signal"
3878,P2242,"Heated oxygen sensor (H028) 1, bank 2, positive current control - circuit high"
3879,P2243,"Heated oxygen sensor (H028) 1, bank 1, reference voltage - open circuit / -no signal"
3880,P2244,"Heated oxygen sensor (H028) 1, bank 1, reference voltage - performance problem"
3881,P2245,"Heated oxygen sensor (H028) 1, bank 1, reference voltage - circuit low"
3882,P2246,"Heated oxygen sensor (H028) 1, bank 1, reference voltage - circuit high"
3883,P2247,"Heated oxygen sensor (H028) 1, bank 2, reference voltage - open circuit / - no signal"
3884,P2248,"Heated oxygen sensor (H02S) 1, bank 2, reference voltage - performance problem"
3885,P2249,"Heated oxygen sensor (H02S) 1, bank 2, reference voltage - circuit low"
3886,P224A,ISO/SAE Reserved
3887,P224B,ISO/SAE Reserved
3888,P224C,ISO/SAE Reserved
3889,P224D,ISO/SAE Reserved
3890,P224E,ISO/SAE Reserved
3891,P224F,"Barometric Pressure Sensor ""B"" Circuit"
3892,P224F,ISO/SAE Reserved
3893,P2250,"Heated oxygen sensor (H02S) 1, bank 2, reference voltage - circuit high"
3894,P2251,"Heated oxygen sensor (H02S) 1, bank 1, negative current control - open circuit / - no signal"
3895,P2252,"Heated oxygen sensor (H02S) 1, bank 1, negative current control - circuit low"
3896,P2253,"Heated oxygen sensor (H02S) 1, bank 1, negative current control - circuit high"
3897,P2254,"Heated oxygen sensor (H02S) 1, bank 2, negative current control - open circuit / - no signal"
3898,P2255,"Heated oxygen sensor (H02S) 1, bank 2, negative current control - circuit low"
3899,P2256,"Heated oxygen sensor (H02S) 1, bank 2, negative current control - circuit high"
3900,P2257,"Secondary air injection (AIR) system, control A - circuit low"
3901,P2258,"Secondary air injection (AIR) system, control A - circuit high"
3902,P2259,"Secondary air injection (AIR) system, control B - circuit low"
3903,P225A,ISO/SAE Reserved
3904,P225B,ISO/SAE Reserved
3905,P225C,ISO/SAE Reserved
3906,P225D,ISO/SAE Reserved
3907,P225E,ISO/SAE Reserved
3908,P225F,ISO/SAE Reserved
3909,P2260,"Secondary air injection (AIR) system, control B - circuit high"
3910,P2261,Turbocharger (TC) bypass valve/supercharger (8C) bypass valve
3911,P2262,Turbocharger (TC) boost pressure not detected
3912,P2263,Turbocharger (TC) boost pressure/supercharger (8C) boost pressure - performance problem
3913,P2264,Fuel/water separator sensor- circuit malfunction
3914,P2265,Fuel/water separator sensor- range/performance problem
3915,P2266,Fuel/water separator sensor - circuit low
3916,P2267,Fuel/water separator sensor- circuit high
3917,P2268,Fuel/water separator sensor - circuit intermittent
3918,P2269,Water in fuel
3919,P226A,Water-in-fuel warning lamp - circuit malfunction
3920,P226B,Turbocharger/Supercharger Boost Pressure Too High - Mechanical
3921,P226C,ISO/SAE Reserved
3922,P226D,ISO/SAE Reserved
3923,P226E,ISO/SAE Reserved
3924,P226F,ISO/SAE Reserved
3925,P2270,"Heated oxygen sensor (H028) 2, bank 1 - signal stuck lean"
3926,P2271,"Heated oxygen sensor (H02S) 2, bank 1 - signal stuck rich"
3927,P2272,"Heated oxygen sensor (H02S) 2, bank 2 - signal stuck lean"
3928,P2273,"Heated oxygen sensor (H028) 2, bank 2 - signal stuck rich"
3929,P2274,"Heated oxygen sensor (H028) 3, bank 1 - signal stuck lean"
3930,P2275,"Heated oxygen sensor (H028) 3, bank 1 - signal stuck rich"
3931,P2276,"Heated oxygen sensor (H02S) 3, bank 2 - signal stuck lean"
3932,P2277,"Heated oxygen sensor (H028) 3, bank 2 - signal stuck rich"
3933,P2278,"Heated oxygen sensor (H028) 3, bank 1/heated oxygen sensor (H028) 3, bank 2 - signals transposed"
3934,P2279,Intake air leak
3935,P227A,ISO/SAE Reserved
3936,P227B,ISO/SAE Reserved
3937,P227C,ISO/SAE Reserved
3938,P227D,ISO/SAE Reserved
3939,P227E,ISO/SAE Reserved
3940,P227F,ISO/SAE Reserved
3941,P2280,Air leak/blockage between air filter and mass air flow (MAF) sensor
3942,P2281,Air leak between mass air flow (MAF) sensor and throttle body
3943,P2282,Air leak between throttle body and intake valves
3944,P2283,Injector control pressure sensor - circuit malfunction
3945,P2284,Injector control pressure sensor - range/performance problem
3946,P2285,Injector control pressure sensor - circuit low
3947,P2286,Injector control pressure sensor - circuit high
3948,P2287,Injector control pressure sensor - circuit intermittent
3949,P2288,Injector control pressure- pressure too high
3950,P2289,"Injector control pressure, engine off- pressure too high"
3951,P228A,Fuel Pressure Regulator 1 - Forced Engine Shutdown
3952,P228B,Fuel Pressure Regulator 2 - Forced Engine Shutdown
3953,P228C,Fuel Pressure Regulator 1 Exceeded Control Limits - Pressure Too Low
3954,P228D,Fuel Pressure Regulator 1 Exceeded Control Limits - Pressure Too High
3955,P228E,Fuel Pressure Regulator 1 Exceeded Learning Limits - Too Low
3956,P228F,Fuel Pressure Regulator 1 Exceeded Learning Limits - Too High
3957,P2290,Injector control pressure - pressure too low
3958,P2291,"Injector control pressure, engine cranking - pressure too low"
3959,P2292,Injector control pressure - erratic
3960,P2293,Fuel pressure regulator 2 - performance problem
3961,P2294,Fuel pressure regulator 2 - circuit malfunction
3962,P2295,Fuel pressure regulator 2 - circuit low
3963,P2296,Fuel pressure regulator 2 - circuit high
3964,P2297,"Heated oxygen sensor (H028) 1, bank 1 - signal out of range during deceleration"
3965,P2298,"Heated oxygen sensor (H02S) 1, bank 2 - signal out of range during deceleration"
3966,P2299,Brake pedal position (BPP) switch/accelerator pedal position (APP) sensor- signals incompatible
3967,P229A,Fuel Pressure Regulator 2 Exceeded Control Limits - Pressure Too Low
3968,P229B,Fuel Pressure Regulator 2 Exceeded Control Limits - Pressure Too High
3969,P229C,Fuel Pressure Regulator 2 Exceeded Learning Limits - Too Low
3970,P229D,Fuel Pressure Regulator 2 Exceeded Learning Limits - Too High
3971,P229E,ISO/SAE Reserved
3972,P229F,NOx Sensor Circuit Range/Performance Bank 2
3973,P2300,"Ignition coil A, primary circuit - circuit low"
3974,P2301,"Ignition coil A, primary circuit - circuit high"
3975,P2302,"Ignition coil A, secondary circuit - malfunction"
3976,P2303,"Ignition coil B, primary circuit - circuit low"
3977,P2304,"Ignition coil B, primary circuit- circuit high"
3978,P2305,"Ignition coil B, secondary circuit - malfunction"
3979,P2306,"Ignition coil C, primary circuit - circuit low"
3980,P2307,"Ignition coil C, primary circuit - circuit high"
3981,P2308,"Ignition coil C, secondary circuit - malfunction"
3982,P2309,"Ignition coil D, primary circuit- circuit low"
3983,P230A,ISO/SAE Reserved
3984,P230B,ISO/SAE Reserved
3985,P230C,ISO/SAE Reserved
3986,P230D,ISO/SAE Reserved
3987,P230E,ISO/SAE Reserved
3988,P230F,ISO/SAE Reserved
3989,P2310,"Ignition coil D, primary circuit - circuit high"
3990,P2311,"Ignition coil D, secondary circuit- malfunction"
3991,P2312,"Ignition coil E, primary circuit - circuit low"
3992,P2313,Ignition coil E. primary circuit - circuit high
3993,P2314,"Ignition coil E, secondary circuit - malfunction"
3994,P2315,"Ignition coil F, primary circuit - circuit low"
3995,P2316,"Ignition coil F, primary circuit - circuit high"
3996,P2317,"Ignition coil F, secondary circuit - malfunction"
3997,P2318,"Ignition coil G, primary circuit - circuit low"
3998,P2319,"Ignition coil G, primary circuit- circuit high"
3999,P231A,ISO/SAE Reserved
4000,P231B,ISO/SAE Reserved
4001,P231C,ISO/SAE Reserved
4002,P231D,ISO/SAE Reserved
4003,P231E,ISO/SAE Reserved
4004,P231F,ISO/SAE Reserved
4005,P2320,"Ignition coil G, secondary circuit - malfunction"
4006,P2321,"Ignition coil H, primary circuit - circuit low"
4007,P2322,"Ignition coil H, primary circuit - circuit high"
4008,P2323,"Ignition coil H, secondary circuit- malfunction"
4009,P2324,"Ignition coil I, primary circuit- circuit low"
4010,P2325,"Ignition coil I, primary circuit- circuit high"
4011,P2326,"Ignition coil I, secondary circuit- malfunction"
4012,P2327,"Ignition coil J, primary circuit- circuit low"
4013,P2328,"Ignition coil J, primary circuit - circuit high"
4014,P2329,"Ignition coil J, secondary circuit- malfunction"
4015,P232A,ISO/SAE Reserved
4016,P232B,ISO/SAE Reserved
4017,P232C,ISO/SAE Reserved
4018,P232D,ISO/SAE Reserved
4019,P232E,ISO/SAE Reserved
4020,P232F,ISO/SAE Reserved
4021,P2330,"Ignition coil K, primary circuit - circuit low"
4022,P2331,"Ignition coil K, primary circuit - circuit high"
4023,P2332,"Ignition coil K, secondary circuit - malfunction"
4024,P2333,"Ignition coil L, primary circuit - circuit low"
4025,P2334,"Ignition coil L, primary circuit - circuit high"
4026,P2335,"Ignition coil L, secondary circuit - malfunction"
4027,P2336,Cylinder 1 - above knock threshold
4028,P2337,Cylinder 2 - above knock threshold
4029,P2338,Cylinder 3 - above knock threshold
4030,P2339,Cylinder 4 - above knock threshold
4031,P233A,ISO/SAE Reserved
4032,P233B,ISO/SAE Reserved
4033,P233C,ISO/SAE Reserved
4034,P233D,ISO/SAE Reserved
4035,P233E,ISO/SAE Reserved
4036,P233F,ISO/SAE Reserved
4037,P2340,Cylinder 5 - above knock threshold
4038,P2341,Cylinder 6 - above knock threshold
4039,P2342,Cylinder 7 - above knock threshold
4040,P2343,Cylinder 8 - above knock threshold
4041,P2344,Cylinder 9 - above knock threshold
4042,P2345,Cylinder 10 - above knock threshold
4043,P2346,Cylinder 11 - above knock threshold
4044,P2347,Cylinder 12- above knock threshold
4045,P2348,ISO/SAE Reserved
4046,P2355,EGR Flow Rate Too High Or Too Low
4047,P2359,Boost pressure control maximum exceeded
4048,P2400,"Evaporative emission (EVAP) leak detection pump, control - open circuit"
4049,P2401,"Evaporative emission (EVAP) leak detection pump, control - circuit low"
4050,P2402,"Evaporative emission (EVAP) leak detection pump, control - circuit high"
4051,P2403,"Evaporative emission (EVAP) leak detection pump, sense circuit - open circuit"
4052,P2404,"Evaporative emission (EVAP) leak detection pump, sense circuit - range/performance problem"
4053,P2405,"Evaporative emission (EVAP) leak detection pump, sense circuit - circuit low"
4054,P2406,"Evaporative emission (EVAP) leak detection pump, sense circuit- circuit high"
4055,P2407,"Evaporative emission (EVAP) leak detection pump, sense circuit - circuit intermittent/erratic"
4056,P2408,Fuel filler cap warning sensor/switch - circuit malfunction
4057,P2409,Fuel filler cap warning sensor/switch - range/performance problem
4058,P240A,Evaporative emission (EVAP) leak detection pump heater - open circuit
4059,P240B,Evaporative emission (EVAP) leak detection pump heater - circuit low
4060,P240C,Evaporative emission (EVAP) leak detection pump heater - circuit high
4061,P240D,ISO/SAE Reserved
4062,P240E,ISO/SAE Reserved
4063,P240F,ISO/SAE Reserved
4064,P2410,Fuel filler cap warning sensor/switch - circuit low
4065,P2411,Fuel filler cap warning sensor/switch - circuit high
4066,P2412,Fuel filler cap warning sensor/switch - circuit intermittent/erratic
4067,P2413,Exhaust gas recirculation (EGR) system - performance problem
4068,P2414,"Heated oxygen sensor (H02S) 1, bank 1 - exhaust sample error / - implausible signal"
4069,P2415,"Heated oxygen sensor (H02S) 1, bank 2 - exhaust sample error / Engine coolant temperature (ECT) sensor - low signal"
4070,P2416,"Heated oxygen sensor (H02S) 2, bank 1/heated oxygen sensor (H02S) 3, bank 1 - signals transposed"
4071,P2417,"Heated oxygen sensor (H02S) 2, bank 2/heated oxygen sensor (H02S) 3, bank 2 - signals transposed"
4072,P2418,Evaporative emission (EVAP) switching valve - open circuit
4073,P2419,Evaporative emission (EVAP) switching valve - circuit low
4074,P241A,ISO/SAE Reserved
4075,P241B,ISO/SAE Reserved
4076,P241C,ISO/SAE Reserved
4077,P241D,ISO/SAE Reserved
4078,P241E,ISO/SAE Reserved
4079,P241F,ISO/SAE Reserved
4080,P2420,Evaporative emission (EVAP) switching valve - circuit high
4081,P2421,Evaporative emission (EVAP) vent valve - valve stuck open
4082,P2422,Evaporative emission (EVAP) vent valve - valve stuck closed
4083,P2423,"Hydrocarbon (HC) catalytic converter, bank 1 - efficiency below threshold"
4084,P2424,"Hydrocarbon (HC) catalytic converter, bank 2 - efficiency below threshold"
4085,P2425,Exhaust gas recirculation (EGR) cooling valve - open circuit
4086,P2426,Exhaust gas recirculation (EGR) cooling valve - circuit low
4087,P2427,Exhaust gas recirculation (EGR) cooling valve - circuit high
4088,P2428,"Exhaust gas temperature (EGT), bank 1 - temperature too high"
4089,P2429,"Exhaust gas temperature (EGT), bank 2 - temperature too high"
4090,P242A,"Exhaust gas temperature sensor 3, bank 1 -circuit malfunction"
4091,P242B,"Exhaust gas temperature sensor 3, bank 1 -circuit range/performance"
4092,P242C,"Exhaust gas temperature sensor 3, bank 1 -circuit low"
4093,P242D,"Exhaust gas temperature sensor 3, bank 1 -circuit high"
4094,P242E,"Exhaust gas temperature sensor 3, bank 1 -circuit intermittent/erratic"
4095,P242F,Diesel particulate filter (DPF) - restriction/ash accumulation
4096,P2430,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 1 - circuit malfunction"
4097,P2431,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 1 - range/performance problem"
4098,P2432,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 1 - circuit low"
4099,P2433,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 1 - circuit high"
4100,P2434,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 1 - circuit intermittent/ erratic"
4101,P2435,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 2 - circuit malfunction"
4102,P2436,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 2 - range/performance problem"
4103,P2437,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 2 - circuit low"
4104,P2438,"Secondary air injection (AIR) system, air flow/pressure sensor, bank 2 - circuit high"
4105,P2439,"Secondary air injection (AIR) system, air flow/ pressure sensor, bank 2 - circuit intermittent/ erratic"
4106,P243A,ISO/SAE Reserved
4107,P243B,ISO/SAE Reserved
4108,P243C,ISO/SAE Reserved
4109,P243D,ISO/SAE Reserved
4110,P243E,ISO/SAE Reserved
4111,P243F,ISO/SAE Reserved
4112,P2440,"Secondary air injection (AIR) switching valve, bank 1 - valve stuck open"
4113,P2441,"Secondary air injection (AIR) switching valve, bank 1 - valve stuck closed"
4114,P2442,"Secondary air injection (AIR) switching valve, bank 2 - valve stuck open"
4115,P2443,"Secondary air injection (AIR) switching valve, bank 2 - valve stuck closed"
4116,P2444,"Secondary air injection (AIR) pump, bank 1 - pump stuck on"
4117,P2445,"Secondary air injection (AIR) pump, bank 1 - pump stuck off"
4118,P2446,"Secondary air injection (AIR) pump, bank 2 - pump stuck on"
4119,P2447,"Secondary air injection (AIR) pump, bank 2 - pump stuck off"
4120,P244A,Diesel particulate filter (DPF) - differential pressure too low
4121,P244B,Diesel particulate filter (DPF) - differential pressure too high
4122,P244C,"Diesel particulate filter (DPF), bank 1 - exhaust temperature too low for regeneration"
4123,P244D,"Diesel particulate filter (DPF), bank 1 - exhaust temperature too high for regeneration"
4124,P244E,"Diesel particulate filter (DPF), bank 2 - exhaust temperature too low for regeneration"
4125,P244F,"Diesel particulate filter (DPF), bank 2 - exhaust temperature too high for regeneration"
4126,P2450,Evaporative Emission System Switching Valve Performance/Stuck Open
4127,P2452,"Diesel Particulate Filter Pressure Sensor ""A"" Circuit"
4128,P2453,"Diesel Particulate Filter Pressure Sensor ""A"" Circuit Range/Performance"
4129,P2454,"Diesel Particulate Filter Pressure Sensor ""A"" Circuit Low"
4130,P2455,"Diesel Particulate Filter Pressure Sensor ""A"" Circuit High"
4131,P2458,Diesel Particulate Filter Regeneration Duration
4132,P2459,Diesel Particulate Filter Regeneration Frequency
4133,P245A,Exhaust gas recirculation (EGR) cooler bypass valve - control circuit malfunction
4134,P245B,"Exhaust gas recirculation (EGR) cooler bypass valve - control circuit range/performance / Heated oxygen sensor (H02S) 1, bank 1 - no signal"
4135,P245C,"Exhaust gas recirculation (EGR) cooler bypass valve - control circuit low / Heated oxygen sensor (H02S) 1, bank 1 - signal high, heater circuit"
4136,P245D,"Exhaust gas recirculation (EGR) cooler bypass valve - control circuit high / Heated oxygen sensor (H02S) 1, bank 1 - signal low"
4137,P245E,Diesel particulate filter (DPF) pressure sensor B - circuit malfunction
4138,P245F,Diesel particulate filter (DPF) pressure differential sensor 8 - circuit range/performance
4139,P2460,"Diesel Particulate Filter Pressure Sensor ""B"" Circuit Low"
4140,P2461,"Diesel Particulate Filter Pressure Sensor ""B"" Circuit High"
4141,P2462,"Diesel Particulate Filter Pressure Sensor ""B"" Circuit Intermittent/Erratic"
4142,P2463,Diesel Particulate Filter Restriction - Soot Accumulation
4143,P2464,Diesel Particulate Filter Differential Pressure Too Low Bank 2
4144,P2465,Diesel Particulate Filter Differential Pressure Too High Bank 2
4145,P2466,Exhaust Gas Temperature Sensor Circuit Bank 2 Sensor 3
4146,P2467,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 3
4147,P2468,Exhaust Gas Temperature Sensor Circuit Low Bank 2 Sensor 3
4148,P2469,Exhaust Gas Temperature Sensor Circuit High Bank 2 Sensor 3
4149,P246A,Exhaust Gas Temperature Sensor Circuit Intermittent/Erratic Bank 2 Sensor 3
4150,P246B,Vehicle Conditions Incorrect for Diesel Particulate Filter Regeneration
4151,P246C,Diesel Particulate Filter Restriction - Forced Limited Power
4152,P246D,"Diesel Particulate Filter Pressure Sensor ""A""/""B"" Correlation"
4153,P246E,Exhaust Gas Temperature Sensor Circuit Bank 1 Sensor 4
4154,P246F,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 4
4155,P2470,Exhaust Gas Temperature Sensor Circuit Low Bank 1 Sensor 4
4156,P2471,Exhaust Gas Temperature Sensor Circuit High Bank 1 Sensor 4
4157,P2472,Exhaust Gas Temperature Sensor Circuit Intermittent/Erratic Bank 1 Sensor 4
4158,P2473,Exhaust Gas Temperature Sensor Circuit Bank 2 Sensor 4
4159,P2474,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 4
4160,P2475,Exhaust Gas Temperature Sensor Circuit Low Bank 2 Sensor 4
4161,P2476,Exhaust Gas Temperature Sensor Circuit High Bank 2 Sensor 4
4162,P2477,Exhaust Gas Temperature Sensor Circuit Intermittent/Erratic Bank 2 Sensor 4
4163,P2478,Exhaust Gas Temperature Out of Range Bank 1 Sensor 1
4164,P2479,Exhaust Gas Temperature Out of Range Bank 1 Sensor 2
4165,P247A,Exhaust Gas Temperature Out of Range Bank 1 Sensor 3
4166,P247B,Exhaust Gas Temperature Out of Range Bank 1 Sensor 4
4167,P247C,Exhaust Gas Temperature Out of Range Bank 2 Sensor 1
4168,P247D,Exhaust Gas Temperature Out of Range Bank 2 Sensor 2
4169,P247E,Exhaust Gas Temperature Out of Range Bank 2 Sensor 3
4170,P247F,Exhaust Gas Temperature Out of Range Bank 2 Sensor 4
4171,P2480,Exhaust Gas Temperature Sensor Circuit/Open Bank 1 Sensor 5
4172,P2481,Exhaust Gas Temperature Sensor Circuit Low Bank 1 Sensor 5
4173,P2482,Exhaust Gas Temperature Sensor Circuit High Bank 1 Sensor 5
4174,P2483,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 1 Sensor 5
4175,P2484,Exhaust Gas Temperature Sensor Circuit Intermittent/Erratic Bank 1 Sensor 5
4176,P2485,Exhaust Gas Temperature Sensor Circuit/Open Bank 2 Sensor 5
4177,P2486,Exhaust Gas Temperature Sensor Circuit Low Bank 2 Sensor 5
4178,P2487,Exhaust Gas Temperature Sensor Circuit High Bank 2 Sensor 5
4179,P2488,Exhaust Gas Temperature Sensor Circuit Range/Performance Bank 2 Sensor 5
4180,P2489,Exhaust Gas Temperature Sensor Circuit Intermittent/Erratic Bank 2 Sensor 5
4181,P248A,ISO/SAE Reserved
4182,P2495,EGR Cooler Bypass Bank 1 Position Sensor Circuit High
4183,P24A4,Diesel Particulate Filter Soot Accumulation Excessive
4184,P24C6,Particulate Matter Sensor Temperature Circuit Error
4185,P2500,"Alternator warning lamp, L-terminal - circuit low"
4186,P2501,"Alternator warning lamp, L-terminal - circuit high"
4187,P2502,Charging system voltage
4188,P2503,Charging system - voltage low
4189,P2504,Charging system - voltage high
4190,P2505,Engine control module (ECM) - supply voltage
4191,P2506,"Engine control module (ECM) - supply voltage, range/performance problem"
4192,P2507,Engine control module (ECM)- supply voltage low
4193,P2508,Engine control module (ECM) - supply voltage high
4194,P2509,"Engine control module (ECM) - supply voltage, intermittent"
4195,P250A,Engine oil level sensor - circuit malfunction
4196,P250A,Long term fuel trim (LTFT)- range/performance problem
4197,P250B,Engine oil level sensor- circuit range/performance
4198,P250C,Engine oil level sensor- circuit low
4199,P250D,Engine oil level sensor - circuit high
4200,P250E,Engine oil level sensor - circuit intermittent/erratic
4201,P250F,Engine oil level too low
4202,P2510,"Power take-off (PTO), engine shut-down - open circuit"
4203,P2510,"Engine control (EC) relay, sense circuit - range/performance problem"
4204,P2511,"Engine control (EC) relay, sense circuit - circuit intermittent"
4205,P2512,Event data recorder request - open circuit
4206,P2513,Event data recorder request - circuit low
4207,P2514,Event data recorder request - circuit high
4208,P2515,A/C refrigerant pressure sensor B - circuit malfunction
4209,P2516,A/C refrigerant pressure sensor B - range/performance problem
4210,P2517,AIC refrigerant pressure sensor B - circuit low
4211,P2518,A/C refrigerant pressure sensor B - circuit high
4212,P2519,A/C request A - circuit malfunction
4213,P251A,Power take-off (PTO) enable switch - open circuit
4214,P251B,Power take-off (PTO) enable switch - circuit low
4215,P251C,Power take-off (PTO) enable switch - circuit high
4216,P251E,Power take-off (PTO)- engine shut-down- circuit low
4217,P251F,"Power take-off (PTO) monitoring, engine shut-off control - circuit high"
4218,P2520,AJC request A - circuit low
4219,P2521,AJC request A - circuit high
4220,P2522,AJC request B - circuit malfunction
4221,P2523,AJC request B - circuit low
4222,P2524,AJC request B - circuit high
4223,P2525,Vacuum reservoir pressure sensor - circuit malfunction
4224,P2526,Vacuum reservoir pressure sensor - range/performance problem
4225,P2527,Vacuum reservoir pressure sensor- circuit low
4226,P2528,Vacuum reservoir pressure sensor - circuit high
4227,P2529,Vacuum reservoir pressure sensor - circuit intermittent
4228,P252A,Engine oil quality sensor - circuit malfunction
4229,P252B,Engine oil quality sensor - circuit range/performance
4230,P252C,Engine oil quality sensor - circuit low
4231,P252D,Engine oil quality sensor - circuit high
4232,P252E,Engine oil quality sensor - circuit intermittent/erratic
4233,P252F,Engine oil level too high
4234,P2530,"Ignition switch, ON position - circuit malfunction"
4235,P2531,"Ignition switch, ON position - circuit low"
4236,P2532,"Ignition switch, ON position - circuit high"
4237,P2533,"Ignition switch, ON/start position -circuit malfunction"
4238,P2534,"Ignition switch, ON/start position - circuit low"
4239,P2535,"Ignition switch, ON/start position - circuit high"
4240,P2536,"Ignition switch, accessory position - circuit malfunction"
4241,P2537,"Ignition switch, accessory position - circuit low"
4242,P2538,"Ignition switch, accessory position - circuit high"
4243,P2539,Fuel low pressure sensor - circuit malfunction
4244,P253A,Power take-off (PTO) monitoring - circuit open
4245,P253B,Power take-off (PTO) monitoring- circuit range/performance
4246,P253C,Power take-off (PTO) monitoring- circuit low
4247,P253D,Power take-off (PTO) monitoring- circuit high
4248,P253E,Power take-off (PTO) - sense circuit intermittent malfunction
4249,P253F,Engine oil deteriorated
4250,P2540,Fuel low pressure sensor - range/performance problem
4251,P2541,Fuel low pressure sensor- circuit low
4252,P2542,Fuel low pressure sensor - circuit high
4253,P2543,Fuel low pressure sensor- circuit intermittent
4254,P2544,"Torque management request, input signal A - malfunction ·"
4255,P2545,"Torque management request, input signal A - range/performance problem"
4256,P2546,"Torque management request, input signal A - signal low"
4257,P2547,"Torque management request, input signal A - signal high"
4258,P2548,"Torque management request, input signal B - malfunction"
4259,P2549,"Torque management request, input signal B - range/performance problem"
4260,P254A,Power take-off (PTO) speed selector sensor/switch 1 - open circuit
4261,P254B,Power take-off (PTO) speed selector sensor/switch 1 - circuit range/performance
4262,P254C,Power take-off (PTO) speed selector sensor/switch 1 - circuit low
4263,P254D,Power take-off (PTO) speed selector sensor/switch 1 - circuit high
4264,P254E,Power take-off (PTO) speed selector sensor/switch 1 - circuit intermittent/erratic
4265,P254F,Bonnet switch - open circuit
4266,P2550,"Torque management request, input signal B - signal low"
4267,P2551,"Torque management request, input signal B - signal high"
4268,P2552,Throttle/fuel inhibit - circuit malfunction
4269,P2553,Throttle/fuel inhibit - range/performance problem
4270,P2554,Throttle/fuel inhibit - circuit low
4271,P2555,Throttle/fuel inhibit - circuit high
4272,P2556,Engine coolant 'low' sensor/switch - circuit malfunction
4273,P2557,Engine coolant 'low' sensor/switch - range/performance problem
4274,P2558,Engine coolant 'low' sensor/switch - circuit low
4275,P2558,Power take-off (PTO) speed selector sensor/switch 2 - circuit range/performance
4276,P2559,Engine coolant 'low' sensor/switch - circuit high
4277,P255A,Power take-off (PTO) speed selector sensor/switch 2 - open circuit
4278,P255C,Power take-off (PTO) speed selector sensor/switch 2 - circuit low
4279,P255D,Power take-off (PTO) speed selector sensor/switch 2 - circuit high
4280,P255E,Power take-off (PTO) speed selector sensor/switch 2 - circuit intermittent/erratic
4281,P255F,AJC request A - circuit range/performance
4282,P2560,Engine coolant level low
4283,P2561,AJC control module - MIL activation requested
4284,P2562,Turbocharger (TC) boost control position sensor - circuit malfunction
4285,P2563,Turbocharger (TC) boost control position sensor- range/performance problem
4286,P2564,Turbocharger (TC) boost control position sensor - circuit low
4287,P2565,Turbocharger {TC) boost control position sensor- circuit high
4288,P2566,Turbocharger (TC) boost control position sensor - circuit intermittent
4289,P2567,Direct ozone reduction catalytic converter temperature sensor- circuit malfunction
4290,P2568,Direct ozone reduction catalytic converter temperature sensor- range/performance problem
4291,P2569,Direct ozone reduction catalytic converter temperature sensor - circuit low
4292,P256A,Engine idle speed selector sensor/switch - open circuit
4293,P256B,Engine idle speed selector sensor/switch - circuit range/performance
4294,P256C,Engine idle speed selector sensor/switch - circuit low
4295,P256D,Engine idle speed selector sensor/switch - circuit high
4296,P256E,Engine idle speed selector sensor/switch - circuit intermittent/erratic
4297,P256F,AIC request B - circuit range/performance
4298,P2570,Direct ozone reduction catalytic converter temperature sensor - circuit high
4299,P2571,Direct ozone reduction catalytic converter temperature sensor- circuit intermittent/erratic
4300,P2572,Direct ozone reduction catalytic converter deterioration sensor
4301,P2573,Direct ozone reduction catalytic converter deterioration sensor- range/performance problem
4302,P2574,Direct ozone reduction catalytic converter deterioration sensor - circuit low
4303,P2575,Direct ozone reduction catalytic converter deterioration sensor - circuit high
4304,P2576,Direct ozone reduction catalytic converter deterioration sensor - circuit intermittent/erratic
4305,P2577,Direct ozone reduction catalytic converter - efficiency below threshold
4306,P2578,Turbocharger Speed Sensor Circuit
